annearn,hrearn,exper,age,depends,married,tenure,educ,nrtheast,nrthcen,south,male,white,union,office,annhrs,ind1,ind2,ind3,ind4,ind5,ind6,ind7,ind8,ind9,vacdays,sicklve,insur,pension,annbens,hrbens,annhrssq,beratio,lannhrs,tenuresq,expersq,lannearn,peratio,vserat
20000,9.0699997,30,45,2,1,.5,16,1,0,0,1,1,0,1,2205,0,0,1,0,0,0,0,0,0,1164.47,297.79001,1264.21,1716.1899,4442.6602,2.01,4862025,.222133,7.698483,.25,900,9.9034872,.085809499,.073113002
15800,6.7199998,17,34,3,1,8,16,1,0,0,1,1,0,1,2352,0,0,1,0,0,0,0,0,0,1164.47,297.79001,1264.21,1716.1899,4442.6602,1.89,5531904,.28118101,7.763021,64,289,9.6677656,.1086196,.092548102
28500,12.12,27,45,2,1,15,16,0,1,0,1,1,0,1,2352,0,0,1,0,0,0,0,0,0,1164.47,297.79001,1264.21,1716.1899,4442.6602,1.89,5531904,.15588281,7.763021,225,729,10.25766,.060217202,.051307399
19000,8.1700001,21,37,2,1,.5,14,0,1,0,1,1,0,1,2325,0,0,1,0,0,0,0,0,0,1042.92,29.6,1129.02,1733.76,3935.3,1.6900001,5405625,.2071211,7.7514749,.25,441,9.8521938,.091250502,.0564484
5062.4902,2.7,37,56,0,0,8,6,0,0,1,1,1,1,0,1875,0,0,0,1,0,0,0,0,0,227.46001,88.220001,267.85999,0,583.53998,.31,3515625,.1152674,7.5363641,64,1369,8.5296125,0,.062356699
5252.7998,2.6800001,20,54,0,0,8,13,0,0,1,0,1,0,0,1960,0,0,0,1,0,0,0,0,0,228.5,0,325.85001,253.87,808.21997,.41,3841600,.15386461,7.5806999,64,400,8.5665169,.0483304,.043500599
4800,2.5,11,30,1,1,8,10,1,0,0,0,1,0,0,1920,0,0,0,1,0,0,0,0,0,236.03999,0,83.059998,0,319.10001,.17,3686400,.066479199,7.560081,64,121,8.4763708,0,.049175002
7140,3.5,8,30,1,1,.5,14,0,0,0,0,1,0,0,2040,0,0,0,1,0,0,0,0,0,178.55,1.6900001,176.21001,0,356.45001,.17,4161600,.049922999,7.6207051,.25,64,8.8734684,0,.0252437
11310,5.8000002,10,29,0,1,8,13,0,0,1,1,1,1,0,1950,0,0,0,1,0,0,0,0,0,471.53,122.22,511.63,427.09,1532.47,.79000002,3802500,.1354969,7.5755849,64,100,9.3334427,.037762199,.0524978
10302.4,5.48,24,44,0,0,15,10,1,0,0,1,1,0,0,1880,0,0,0,1,0,0,0,0,0,471.53,122.22,511.63,427.09,1532.47,.81999999,3534400,.1487488,7.5390272,225,576,9.2401323,.041455399,.0576322
10680.7,5.0500002,10,29,1,0,8,12,0,0,1,1,1,0,0,2115,0,0,0,1,0,0,0,0,0,471.53,122.22,511.63,427.09,1532.47,.72000003,4473225,.1434803,7.6568098,64,100,9.2761936,.039987098,.055590902
9015.9902,4.5999999,36,52,0,1,15,6,1,0,0,1,1,1,0,1960,0,0,0,1,0,0,0,0,0,354.39001,94.419998,253.13,0,701.94,.36000001,3841600,.077854998,7.5806999,225,1296,9.1067553,0,.0497793
9200,5,42,59,0,1,25,6,0,1,0,0,1,1,0,1840,0,0,0,1,0,0,0,0,0,477.41,.039999999,641.75,420.57001,1539.77,.83999997,3385600,.1673663,7.5175209,625,1764,9.1269588,.045714099,.051896699
11193.5,4.5799999,41,56,0,1,25,12,1,0,0,1,1,1,0,2444,0,0,0,1,0,0,0,0,0,477.41,.039999999,641.75,420.57001,1539.77,.63,5973136,.13755929,7.8013911,625,1681,9.3230886,.037572701,.042654201
11280,3.9200001,42,61,0,1,25,13,1,0,0,1,1,1,0,2880,0,0,0,1,0,0,0,0,0,477.41,.039999999,641.75,420.57001,1539.77,.52999997,8294400,.1365044,7.9655461,625,1764,9.3307867,.037284601,.042327099
10416,4.96,6,30,2,1,4,16,1,0,0,1,1,0,0,2100,0,0,0,1,0,0,0,0,0,305.76001,0,516.76001,0,822.52002,.38999999,4410000,.078966998,7.649693,16,36,9.2510986,0,.0293548
13407.7,7.71,26,41,0,0,15,12,0,1,0,1,1,1,0,1739,0,0,0,1,0,0,0,0,0,857.53003,203.89999,853.38,1055.12,2969.9299,1.71,3024121,.22150929,7.4610648,225,676,9.5035849,.078695104,.079165697
14964,6.96,19,35,1,1,2,12,0,0,0,1,1,1,0,2150,0,0,0,1,0,0,0,0,0,857.53003,203.89999,853.38,1055.12,2969.9299,1.38,4622500,.1984717,7.673223,4,361,9.6134024,.070510603,.070932202
13200,5.5,8,24,1,1,.5,12,0,0,1,1,1,1,0,2400,0,0,0,1,0,0,0,0,0,857.53003,203.89999,853.38,1055.12,2969.9299,1.24,5760000,.2249947,7.7832241,.25,64,9.4879723,.079933301,.080411397
16627.199,8.6599998,24,40,2,1,15,12,0,0,1,1,1,0,0,1920,0,0,0,1,0,0,0,0,0,857.53003,203.89999,853.38,1055.12,2969.9299,1.55,3686400,.1786188,7.560081,225,576,9.7187948,.063457496,.063836999
17717.801,7.6900001,37,53,0,1,15,12,0,0,0,1,1,1,0,2304,0,0,0,1,0,0,0,0,0,857.53003,203.89999,853.38,1055.12,2969.9299,1.29,5308416,.1676241,7.7424021,225,1369,9.7823248,.059551399,.0599075
23587.5,9.25,22,39,5,1,.5,12,0,0,0,1,1,1,0,2550,0,0,0,1,0,0,0,0,0,857.53003,203.89999,853.38,1055.12,2969.9299,1.16,6502500,.12591121,7.8438492,.25,484,10.06847,.044732202,.0449997
18239.801,8.46,18,33,1,0,4,10,0,0,0,1,0,1,0,2156,0,0,0,1,0,0,0,0,0,857.53003,203.89999,853.38,1055.12,2969.9299,1.38,4648336,.1628269,7.6760101,16,324,9.8113613,.057847101,.058193099
12000,4.9000001,42,58,0,1,2,12,0,0,0,1,1,0,1,2450,0,0,0,1,0,0,0,0,0,552.85999,137.81,549.39001,604.34998,1844.41,.75,6002500,.1537008,7.803843,4,1764,9.392662,.050362501,.057555798
20000,9.0699997,26,43,0,0,15,13,0,0,0,1,1,1,1,2205,0,0,0,1,0,0,0,0,0,855.69,203.53,822.5,1167.64,3049.3601,1.38,4862025,.152468,7.698483,225,676,9.9034872,.058382001,.052960999
22000,9.1700001,48,54,1,1,15,13,1,0,0,1,1,0,1,2400,0,0,0,1,0,0,0,0,0,855.69,203.53,822.5,1167.64,3049.3601,1.27,5760000,.13860729,7.7832241,225,2304,9.9987974,.053074501,.048146401
8000,4.3600001,2,42,1,0,.5,12,0,1,0,0,1,1,0,1836,0,0,0,1,0,0,0,0,0,342.76999,58.82,354.29999,287.17001,1043.0601,.56999999,3370896,.13038249,7.5153451,.25,4,8.9871969,.035896301,.0501987
5000,2.5,9,29,3,1,8,10,0,0,1,0,1,0,0,2000,0,0,0,1,0,0,0,0,0,380.32999,0,402.04001,211.59,993.96002,.5,4000000,.198792,7.600903,64,81,8.5171928,.042318001,.076066002
7441.8701,4.0500002,15,36,0,1,8,10,0,1,0,0,1,1,0,1837.5,0,0,0,1,0,0,0,0,0,380.32999,0,402.04001,211.59,993.96002,.54000002,3376406,.13356321,7.516161,64,225,8.9148779,.028432401,.051106799
7000,3.5,8,33,3,1,8,12,0,0,1,0,1,0,0,2000,0,0,0,1,0,0,0,0,0,380.32999,0,402.04001,211.59,993.96002,.5,4000000,.1419943,7.600903,64,64,8.8536654,.0302271,.054332901
8289.2002,4.2399998,11,27,1,0,2,12,0,0,1,1,1,1,0,1955,0,0,0,1,0,0,0,0,0,634.56,5.5599999,801.78003,619.16998,2061.0701,1.05,3822025,.2486452,7.578146,4,121,9.0227089,.074695997,.077223398
10200,5,13,29,1,1,2,12,0,1,0,0,1,1,0,2040,0,0,0,1,0,0,0,0,0,634.56,5.5599999,801.78003,619.16998,2061.0701,1.01,4161600,.20206571,7.6207051,4,169,9.2301426,.060702901,.062756903
16000,8.8900003,30,47,4,1,25,12,0,1,0,1,1,1,0,1800,0,0,0,1,0,0,0,0,0,1023.75,227.03,1054.58,1260.8,3566.1599,1.98,3240000,.222885,7.495542,625,900,9.6803436,.0788,.078173697
15000,8,18,36,7,1,15,10,0,1,0,1,0,1,0,1875,0,0,0,1,0,0,0,0,0,1023.75,227.03,1054.58,1260.8,3566.1599,1.9,3515625,.237744,7.5363641,225,324,9.6158056,.0840533,.083385304
20000,11.11,27,43,1,0,25,12,0,1,0,1,0,1,0,1800,0,0,0,1,0,0,0,0,0,1023.75,227.03,1054.58,1260.8,3566.1599,1.98,3240000,.178308,7.495542,625,729,9.9034872,.063040003,.062538996
15312.5,6.25,39,55,3,1,15,6,0,1,0,1,1,1,0,2450,0,0,0,1,0,0,0,0,0,1023.75,227.03,1054.58,1260.8,3566.1599,1.46,6002500,.2328921,7.803843,225,1521,9.636425,.082337998,.081683598
13893.2,7.3899999,42,60,0,1,25,12,0,0,1,1,1,1,0,1880,0,0,0,1,0,0,0,0,0,1023.75,227.03,1054.58,1260.8,3566.1599,1.9,3534400,.2566838,7.5390272,625,1764,9.539155,.090749398,.090028197
12880,7,27,53,0,1,25,12,0,1,0,0,1,1,0,1840,0,0,0,1,0,0,0,0,0,947.65002,7.48,1323.8,1057.17,3336.1001,1.8099999,3385600,.25901401,7.5175209,625,729,9.4634314,.082078397,.074156098
14288.4,7.29,15,31,2,1,8,12,0,0,1,1,1,1,0,1960,0,0,0,1,0,0,0,0,0,947.65002,7.48,1323.8,1057.17,3336.1001,1.7,3841600,.23348311,7.5806999,64,225,9.5672045,.073987998,.066846497
17140,8.5799999,20,36,2,1,15,12,0,1,0,1,1,0,1,1997.5,0,0,0,1,0,0,0,0,0,1075.51,252.53,906.54999,1426.42,3661.01,1.83,3990006,.2135945,7.5996518,225,400,9.7491703,.083221696,.077481903
18250.6,10.64,14,32,2,1,8,16,0,0,0,1,1,0,1,1715,0,0,0,1,0,0,0,0,0,1075.51,252.53,906.54999,1426.42,3661.01,2.1300001,2941225,.20059671,7.4471679,64,196,9.8119535,.078157403,.0727669
27692.301,12.82,36,52,1,1,15,18,0,0,1,1,1,0,1,2160,0,0,0,1,0,0,0,0,0,1075.51,252.53,906.54999,1426.42,3661.01,1.6900001,4665600,.13220321,7.6778641,225,1296,10.22891,.0515096,.047956999
16000,8.5100002,28,44,2,1,25,14,0,0,1,1,1,0,1,1880,0,0,0,1,0,0,0,0,0,1075.51,252.53,906.54999,1426.42,3661.01,1.95,3534400,.2288131,7.5390272,625,784,9.6803436,.0891513,.0830025
18900,8.4799995,12,28,3,1,2,16,0,1,0,1,1,0,1,2229.5,0,0,0,1,0,0,0,0,0,1075.51,252.53,906.54999,1426.42,3661.01,1.64,4970670,.1937042,7.7095332,4,144,9.8469172,.075471997,.070266701
20000,10.42,17,39,0,0,15,16,0,1,0,1,1,0,1,1920,0,0,0,1,0,0,0,0,0,1075.51,252.53,906.54999,1426.42,3661.01,1.91,3686400,.1830505,7.560081,225,289,9.9034872,.071321003,.066402003
9019.9902,4.0999999,8,26,0,1,4,13,0,1,0,1,1,0,0,2200,0,0,0,0,1,0,0,0,0,298.73999,118.3,654.79999,0,1071.84,.49000001,4840000,.1188294,7.6962128,16,64,9.1071987,0,.046235099
10901.2,4.75,12,28,1,1,.5,13,0,0,1,1,1,0,0,2295,0,0,0,0,1,0,0,0,0,172.91,141.36,148.64,0,462.91,.2,5267025,.0424641,7.7384882,.25,144,9.296628,0,.0288289
11566.8,5.6700001,9,28,0,0,.5,13,0,1,0,1,1,1,0,2040,0,0,0,0,1,0,0,0,0,653.15997,0,607.78998,437.29999,1698.25,.82999998,4161600,.1468211,7.6207051,.25,81,9.3558941,.0378065,.056468502
16699.199,8.5200005,20,39,2,1,15,13,0,0,1,1,1,1,0,1960,0,0,0,0,1,0,0,0,0,946.47998,316.73001,818.39001,1555.59,3637.1899,1.86,3841600,.21780621,7.5806999,225,400,9.7231159,.093153603,.075644903
19200,8,9,25,2,1,8,12,0,1,0,1,1,1,0,2400,0,0,0,0,1,0,0,0,0,946.47998,316.73001,818.39001,1555.59,3637.1899,1.52,5760000,.189437,7.7832241,64,81,9.8626652,.081020303,.065792203
21250,8.5,20,35,3,1,4,10,0,0,1,1,1,1,0,2500,0,0,0,0,1,0,0,0,0,946.47998,316.73001,818.39001,1555.59,3637.1899,1.45,6250000,.1711619,7.8240461,16,400,9.9641123,.073204197,.059445199
18865,7.6999998,14,30,0,0,4,13,0,0,0,1,1,0,0,2450,0,0,0,0,1,0,0,0,0,946.47998,316.73001,818.39001,1555.59,3637.1899,1.48,6002500,.192801,7.803843,16,196,9.8450632,.082459003,.066960499
14373.8,5.4200001,6,23,2,1,.5,12,0,0,0,1,1,1,0,2652,0,0,0,0,1,0,0,0,0,946.47998,316.73001,818.39001,1555.59,3637.1899,1.37,7033104,.253043,7.88307,.25,36,9.5731621,.108224,.087882802
13795.4,7.04,20,36,3,1,15,12,0,0,1,1,1,1,0,1960,0,0,0,0,1,0,0,0,0,946.47998,316.73001,818.39001,1555.59,3637.1899,1.86,3841600,.26365241,7.5806999,225,400,9.5320902,.1127615,.091567501
14000,7,17,27,4,0,4,12,0,0,1,1,1,0,0,2000,0,0,0,0,1,0,0,0,0,731.34003,0,1262.88,1503.0699,3497.29,1.75,4000000,.2498064,7.600903,16,289,9.546813,.1073621,.052238598
20896.199,8.5500002,38,54,3,1,25,8,0,1,0,1,1,1,0,2444,0,0,0,0,1,0,0,0,0,731.34003,0,1262.88,1503.0699,3497.29,1.4299999,5973136,.1673649,7.8013911,625,1444,9.9473228,.071930297,.0349987
21374.1,7.6199999,11,28,2,1,2,12,0,0,1,1,1,0,0,2805,0,0,0,0,1,0,0,0,0,450.85999,0,423.10999,0,873.96997,.31,7868025,.0408892,7.9391589,4,121,9.9699354,0,.021093801
10076.8,5.3600001,26,51,0,1,25,12,0,0,0,0,1,1,1,1880,0,0,0,0,1,0,0,0,0,518.53003,226.64999,523.07001,686.01001,1954.26,1.04,3534400,.1939366,7.5390272,625,676,9.2179909,.068078198,.073950097
10914.7,4.9499998,37,57,0,1,15,13,0,0,1,1,1,0,1,2205,0,0,0,0,1,0,0,0,0,460.22,175.56,667.28998,0,1303.0699,.58999997,4862025,.1193867,7.698483,225,1369,9.2978659,0,.058249898
19384.6,7.77,19,35,2,1,8,13,0,1,0,1,1,0,1,2496,0,0,0,0,1,0,0,0,0,1046.17,302.78,844.67999,1416.8199,3610.45,1.45,6230016,.1862535,7.8224449,64,361,9.8722343,.073090002,.069588803
15000,4.6199999,9,25,0,0,8,18,1,0,0,1,1,0,1,3250,0,0,0,0,1,0,0,0,0,1046.17,302.78,844.67999,1416.8199,3610.45,1.11,10600000,.2406967,8.0864115,64,81,9.6158056,.094454698,.089929998
27000,12.5,28,46,2,1,25,12,0,0,1,1,1,0,1,2160,0,0,0,0,1,0,0,0,0,1046.17,302.78,844.67999,1416.8199,3610.45,1.67,4665600,.1337204,7.6778641,625,784,10.20359,.0524748,.049961101
18092.301,9.2299995,28,47,0,0,8,16,1,0,0,1,1,0,1,1960,0,0,0,0,1,0,0,0,0,1046.17,302.78,844.67999,1416.8199,3610.45,1.84,3841600,.1995573,7.5806999,64,784,9.8032417,.078310698,.074559301
17113.801,7.9200001,18,34,3,1,15,13,0,1,0,0,1,0,1,2160,0,0,0,0,1,0,0,0,0,1046.17,302.78,844.67999,1416.8199,3610.45,1.67,4665600,.2109672,7.6778641,225,324,9.7476406,.082788199,.078822397
16356,8.6999998,40,56,1,1,25,12,1,0,0,1,1,1,1,1880,0,0,0,0,1,0,0,0,0,1046.17,302.78,844.67999,1416.8199,3610.45,1.92,3534400,.2207416,7.5390272,625,1600,9.7023497,.0866239,.082474299
16000,8.1599998,26,41,3,1,15,12,0,1,0,1,1,0,1,1960,0,0,0,0,1,0,0,0,0,614.70001,274.22,539.96997,0,1428.89,.73000002,3841600,.089305602,7.5806999,225,676,9.6803436,0,.055557501
18125,7.25,10,34,1,1,4,14,0,0,1,1,1,0,1,2500,0,0,0,0,1,0,0,0,0,614.70001,274.22,539.96997,0,1428.89,.56999999,6250000,.078835301,7.8240461,16,100,9.805047,0,.049043901
15077.5,9.7399998,28,45,3,1,25,8,0,1,0,1,1,1,1,1548,0,0,0,0,1,0,0,0,0,754.98999,0,723.53003,1279.59,2758.1101,1.78,2396304,.1829289,7.3447189,625,784,9.6209593,.0848675,.050074
15680,8,11,34,3,1,15,12,0,1,0,1,1,1,0,1960,0,0,0,0,1,0,0,0,0,1015.57,463.89001,915.32001,1416.35,3811.1299,1.9400001,3841600,.2430568,7.5806999,225,121,9.660141,.090328403,.094353303
15052.8,7.6799998,12,31,1,1,15,13,0,0,0,1,1,1,0,1960,0,0,0,0,1,0,0,0,0,1015.57,463.89001,915.32001,1416.35,3811.1299,1.9400001,3841600,.25318411,7.5806999,225,144,9.619319,.094092101,.098284699
15328.7,7.6300001,12,28,0,0,8,13,0,0,1,1,1,1,0,2009,0,0,0,0,1,0,0,0,0,0,0,2248.8601,2880.27,5129.1299,2.55,4036081,.3346096,7.605392,64,144,9.6374826,.1879005,0
20500,10.13,12,28,2,1,4,13,0,0,1,1,1,0,1,2024,0,0,0,0,1,0,0,0,0,1295.15,436.45001,1002.57,2045.84,4780.0098,2.3599999,4096576,.23317119,7.6128311,16,144,9.9281797,.0997971,.084468298
22800,13.22,44,63,0,1,25,12,1,0,0,1,1,1,1,1725,0,0,0,0,1,0,0,0,0,1295.15,436.45001,1002.57,2045.84,4780.0098,2.77,2975625,.2096495,7.4529819,625,1936,10.03452,.089729801,.075947396
19000,9.6899996,13,29,3,1,8,13,0,0,1,1,1,0,1,1960,0,0,0,0,1,0,0,0,0,1295.15,436.45001,1002.57,2045.84,4780.0098,2.4400001,3841600,.25157949,7.5806999,64,169,9.8521938,.1076758,.091136798
27000,11.25,27,48,5,1,25,16,1,0,0,1,1,0,1,2400,0,0,0,0,1,0,0,0,0,1295.15,436.45001,1002.57,2045.84,4780.0098,1.99,5760000,.1770374,7.7832241,625,729,10.20359,.075771898,.064133301
17176.4,9.4700003,16,35,1,0,8,12,0,0,1,1,1,0,1,1813,0,0,0,0,1,0,0,0,0,1295.15,436.45001,1002.57,2045.84,4780.0098,2.6400001,3286969,.27828941,7.502738,64,256,9.7512913,.1191076,.1008127
15000,8.1599998,10,28,1,0,8,12,0,0,1,0,1,0,1,1837.5,0,0,0,0,1,0,0,0,0,1295.15,436.45001,1002.57,2045.84,4780.0098,2.5999999,3376406,.31866729,7.516161,64,100,9.6158056,.1363893,.11544
3900,3,3,23,1,0,.5,13,0,0,0,0,1,0,0,1300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1690000,0,7.1701198,.25,9,8.2687321,0,0
1794,2.3,7,29,4,1,.5,12,0,1,0,0,1,0,0,780,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,608400,0,6.6592941,.25,49,7.4922032,0,0
3250,2.5,2,18,0,0,.5,12,0,0,0,0,1,0,0,1300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1690000,0,7.1701198,.25,4,8.0864115,0,0
2870.3999,2.3,12,70,0,0,8,8,0,1,0,0,1,0,0,1248,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1557504,0,7.1292982,64,144,7.9622068,0,0
7200,6,42,58,0,1,25,12,1,0,0,1,1,1,0,1200,0,0,0,0,0,1,0,0,0,160.23,49.080002,199.22,126.88,535.40997,.44999999,1440000,.074362502,7.0900769,625,1764,8.8818359,.017622201,.0290708
4400,2.75,1,17,0,0,4,10,1,0,0,1,1,0,0,1600,0,0,0,0,0,1,0,0,0,0,0,32.330002,0,32.330002,.02,2560000,.0073477002,7.377759,16,1,8.3893595,0,0
4680,3,2,17,0,0,2,10,1,0,0,1,1,0,0,1560,0,0,0,0,0,1,0,0,0,0,0,32.330002,0,32.330002,.02,2433600,.0069081001,7.3524408,4,4,8.4510536,0,0
2677.5,2.5,57,80,0,1,8,13,0,1,0,1,1,0,1,1071,0,0,0,0,0,1,0,0,0,114,0,0,0,114,.11,1147041,.042576998,6.9763479,64,3249,7.8926392,0,.042576998
2870.3999,2.4000001,5,38,2,1,.5,12,1,0,0,0,1,0,1,1196,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1430416,0,7.0867381,.25,25,7.9622068,0,0
26000,16.93,23,39,1,1,15,16,0,0,0,1,1,0,1,1536,0,0,0,0,0,1,0,0,0,318.78,168.39,407.17001,1153.78,2048.1201,1.33,2359296,.078773797,7.336937,225,529,10.16585,.044376198,.018737299
5199.9902,2.5999999,15,56,0,0,8,6,0,0,1,0,1,0,0,2000,0,0,0,0,0,1,0,0,0,180.94,51.84,215.74001,0,448.51999,.22,4000000,.086254001,7.600903,64,225,8.5564117,0,.044765498
5952,2.25,29,47,0,1,25,12,0,0,1,1,1,1,0,2640,0,0,0,0,0,1,0,0,0,195.96001,0,324.67001,372.97,893.59998,.34,6969600,.1501344,7.8785338,625,841,8.6914825,.062662996,.0329234
5163.75,2.5,23,46,4,0,15,6,0,0,1,0,1,0,0,2065.5,0,0,0,0,0,1,0,0,0,154.52,0,16.280001,0,170.8,.079999998,4266290,.0330767,7.6331282,225,529,8.5494184,0,.029924
5982.2998,2.55,1,18,0,0,2,12,0,1,0,1,0,0,0,2346,0,0,0,0,0,1,0,0,0,154.52,0,16.280001,0,170.8,.07,5503716,.028550901,7.7604671,4,1,8.6965599,0,.0258295
6250,3.1300001,42,64,0,0,15,12,0,0,1,0,0,0,0,2000,0,0,0,0,0,1,0,0,0,154.52,0,16.280001,0,170.8,.090000004,4000000,.027327999,7.600903,225,1764,8.7403364,0,.0247232
7799.9902,3.9000001,8,24,0,1,4,13,0,0,1,1,1,1,0,2000,0,0,0,0,0,1,0,0,0,138.81,.36000001,232.37,0,371.54001,.19,4000000,.047633398,7.600903,16,64,8.9618778,0,.0178423
9660,6,33,51,1,1,4,12,0,1,0,1,1,0,0,1610,0,0,0,0,0,1,0,0,0,348.10999,122.81,514.21997,421.82001,1406.96,.87,2592100,.145648,7.3839889,16,1089,9.1757488,.043666702,.048749499
10250.8,5.23,12,28,0,0,15,16,0,0,0,1,1,1,0,1960,0,0,0,0,0,1,0,0,0,348.10999,122.81,514.21997,421.82001,1406.96,.72000003,3841600,.1372537,7.5806999,225,144,9.2351112,.04115,.045939799
11538.5,4.6199999,7,25,2,1,4,12,0,0,0,1,1,0,0,2500,0,0,0,0,0,1,0,0,0,348.10999,122.81,514.21997,421.82001,1406.96,.56,6250000,.1219361,7.8240461,16,49,9.3534441,.0365576,.040812898
10200,4.7600002,12,30,2,1,2,16,0,0,1,1,1,0,0,2142,0,0,0,0,0,1,0,0,0,304.53,125.18,466.48999,0,896.20001,.41999999,4588164,.0878627,7.6694951,4,144,9.2301426,0,.042128399
10500,3.5,22,32,1,1,4,16,0,0,1,1,0,0,0,3000,0,0,0,0,0,1,0,0,0,304.53,125.18,466.48999,0,896.20001,.30000001,9000000,.085352398,8.0063677,16,484,9.2591295,0,.040924799
8500,4.25,7,25,0,0,2,12,0,1,0,1,1,0,0,2000,0,0,0,0,0,1,0,0,0,219.17999,99.639999,273.85999,0,592.67999,.30000001,4000000,.0697271,7.600903,4,49,9.047821,0,.037508201
10000,4.4400001,38,54,4,1,4,12,0,1,0,1,1,0,0,2250,0,0,0,0,0,1,0,0,0,219.17999,99.639999,273.85999,0,592.67999,.25999999,5062500,.059268001,7.7186861,16,1444,9.2103395,0,.031881999
10800,3.5999999,15,31,2,1,8,10,0,1,0,0,0,1,0,3000,0,0,0,0,0,1,0,0,0,219.17999,99.639999,273.85999,0,592.67999,.2,9000000,.054877799,8.0063677,64,225,9.2873011,0,.0295204
11000,4,18,34,2,1,4,10,0,0,1,1,0,0,0,2750,0,0,0,0,0,1,0,0,0,352.06,0,531.89001,474.23001,1358.1801,.49000001,7562500,.1234709,7.9193559,16,324,9.3056507,.043111801,.0320055
9100,3.5,35,56,2,1,25,8,1,0,0,1,0,1,0,2600,0,0,0,0,0,1,0,0,0,352.06,0,531.89001,474.23001,1358.1801,.51999998,6760000,.1492506,7.8632669,625,1225,9.1160297,.052113201,.0386879
9896.04,4.4099998,5,24,1,1,2,12,0,1,0,1,1,0,0,2244,0,0,0,0,0,1,0,0,0,352.06,0,531.89001,474.23001,1358.1801,.61000001,5035536,.13724481,7.7160149,4,25,9.1998901,.047921199,.0355758
9371.25,5.25,7,25,2,1,2,12,0,1,0,1,1,0,0,1785,0,0,0,0,0,1,0,0,0,258.85999,0,216.42999,417.85999,893.15002,.5,3186225,.095307499,7.487174,4,49,9.145402,.044589601,.0276228
11628,5.6999998,8,25,3,1,.5,12,0,0,1,1,1,0,0,2040,0,0,0,0,0,1,0,0,0,295.70999,0,492.14999,0,787.85999,.38999999,4161600,.067755401,7.6207051,.25,64,9.3611717,0,.025430899
10965,5,12,30,1,1,2,12,0,0,0,1,1,0,0,2193,0,0,0,0,0,1,0,0,0,295.70999,0,492.14999,0,787.85999,.36000001,4809249,.071852297,7.6930261,4,144,9.3024635,0,.0269685
9787.4902,4.3499999,31,46,1,0,4,12,0,0,1,1,1,0,0,2250,0,0,0,0,0,1,0,0,0,303.38,0,200.78,0,504.16,.22,5062500,.051510699,7.7186861,16,961,9.1888599,0,.030996701
12500,5,8,28,3,1,.5,13,0,0,1,1,1,0,0,2500,0,0,0,0,0,1,0,0,0,571.72998,131.03,713.57001,607.16998,2023.5,.81,6250000,.16188,7.8240461,.25,64,9.4334841,.048573598,.0562208
16000,8,23,39,5,1,8,12,1,0,0,1,1,1,0,2000,0,0,0,0,0,1,0,0,0,571.72998,131.03,713.57001,607.16998,2023.5,1.01,4000000,.1264687,7.600903,64,529,9.6803436,.037948102,.043922499
13160,5.5999999,10,26,2,1,.5,12,0,0,1,1,1,0,0,2350,0,0,0,0,0,1,0,0,0,571.72998,131.03,713.57001,607.16998,2023.5,.86000001,5522500,.1537614,7.7621708,.25,100,9.4849377,.046137501,.053401198
12350,5.2600002,11,29,3,1,2,8,1,0,0,1,1,0,0,2350,0,0,0,0,0,1,0,0,0,226,164.45,0,0,390.45001,.17,5522500,.031615399,7.7621708,4,121,9.4214125,0,.031615399
16468,8.9499998,39,55,0,1,15,6,0,1,0,1,1,1,0,1840,0,0,0,0,0,1,0,0,0,546.70001,0,747.15997,964.90997,2258.77,1.23,3385600,.1371612,7.5175209,225,1521,9.7091742,.058593001,.033197701
14625,6.5,5,21,0,0,4,12,0,1,0,0,1,1,0,2250,0,0,0,0,0,1,0,0,0,546.70001,0,747.15997,964.90997,2258.77,1,5062500,.1544458,7.7186861,16,25,9.5904865,.065976799,.037381198
5390,2.75,7,21,0,0,2,12,0,0,1,0,1,0,1,1960,0,0,0,0,0,1,0,0,0,268.54999,69.75,318.79001,419.67999,1076.77,.55000001,3841600,.19977181,7.5806999,4,49,8.5923004,.077862702,.062764399
7344,4.1399999,12,28,2,1,4,13,0,1,0,1,1,0,1,1776,0,0,0,0,0,1,0,0,0,270.85001,0,395.26999,314.45001,980.57001,.55000001,3154176,.1335199,7.4821191,16,144,8.901639,.042817298,.0368804
6000,3,6,26,1,1,4,12,0,1,0,0,1,0,1,2000,0,0,0,0,0,1,0,0,0,270.85001,0,395.26999,314.45001,980.57001,.49000001,4000000,.16342831,7.600903,16,36,8.6995144,.0524083,.045141701
5610,2.75,9,26,1,1,.5,10,0,0,1,1,1,0,1,2040,0,0,0,0,0,1,0,0,0,190.46001,0,311.82999,0,502.29001,.25,4161600,.089534797,7.6207051,.25,81,8.6323061,0,.033950102
5399.9902,2.7,5,23,1,1,8,12,0,0,1,0,1,0,1,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4000000,0,7.600903,64,25,8.5941525,0,0
